run_id,seed,method,N,R,wall_sec,probe_idx,L_current,best_energy,best_feas,feasible_ever,L_best,event
0,42,pt,100,10,0.00,0,9.912114,1.000000e+30,0.000000e+00,0,,probe_start
0,42,pt,100,10,15.00,0,9.912114,2.614136e+01,2.614136e+01,0,,probe_end
0,42,pt,100,10,15.00,1,12.390142,2.614136e+01,0.000000e+00,0,,probe_start
0,42,pt,100,10,30.00,1,12.390142,1.755101e+01,1.755101e+01,0,,probe_end
0,42,pt,100,10,30.00,2,13.629156,1.755101e+01,0.000000e+00,0,,probe_start
0,42,pt,100,10,45.00,2,13.629156,6.482534e+00,6.482534e+00,0,,probe_end
0,42,pt,100,10,45.00,3,14.248664,6.482534e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,60.00,3,14.248664,6.482534e+00,8.620219e+00,0,,probe_end
0,42,pt,100,10,60.00,4,14.558417,6.482534e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,75.00,4,14.558417,6.482534e+00,6.695885e+00,0,,probe_end
0,42,pt,100,10,75.00,5,14.713294,6.482534e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,105.00,5,14.713294,6.482534e+00,9.310262e+00,0,,probe_end
0,42,pt,100,10,105.00,6,14.790732,6.482534e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,135.00,6,14.790732,6.482534e+00,1.159163e+01,0,,probe_end
0,42,pt,100,10,135.00,7,14.829452,6.482534e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,165.00,7,14.829452,6.482534e+00,1.694975e+01,0,,probe_end
0,42,pt,100,10,165.00,8,14.848811,6.482534e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,195.00,8,14.848811,6.482534e+00,1.092802e+01,0,,probe_end
0,42,pt,100,10,195.00,9,14.858491,6.482534e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,225.00,9,14.858491,6.482534e+00,1.011451e+01,0,,probe_end
0,42,pt,100,10,225.00,10,14.863331,6.482534e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,285.00,10,14.863331,6.314146e+00,6.314146e+00,0,,probe_end
0,42,pt,100,10,285.00,11,14.865751,6.314146e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,345.00,11,14.865751,6.314146e+00,8.466398e+00,0,,probe_end
0,42,pt,100,10,345.00,12,14.866961,6.314146e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,405.00,12,14.866961,6.314146e+00,1.123012e+01,0,,probe_end
0,42,pt,100,10,405.00,13,14.867566,6.314146e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,465.00,13,14.867566,6.314146e+00,1.103645e+01,0,,probe_end
0,42,pt,100,10,465.00,14,14.867868,6.314146e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,525.00,14,14.867868,6.314146e+00,1.380423e+01,0,,probe_end
0,42,pt,100,10,525.00,15,14.868019,6.314146e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,585.00,15,14.868019,6.314146e+00,8.451500e+00,0,,probe_end
0,42,pt,100,10,585.00,16,14.868095,6.314146e+00,0.000000e+00,0,,probe_start
0,42,pt,100,10,600.00,16,14.868095,6.314146e+00,7.766301e+00,0,,probe_end
