run_id,seed,method,N,R,probe_idx,wall_sec_start,wall_sec_end,L_lo,L_hi,L_mid,slice_budget_sec,slice_used_sec,feasible,min_energy,min_feas,L_best,bracket_width
1,42,ms,20,1,0,0.00,6.00,3.546266,4.876115,3.546266,6.00,6.00,0,3.378529e-03,3.378529e-03,,1.329850
1,42,ms,20,1,1,6.00,10.00,3.546266,4.211190,4.211190,6.00,4.00,1,0.000000e+00,0.000000e+00,4.211190,0.664925
1,42,ms,20,1,2,10.00,16.00,3.878728,4.211190,3.878728,6.00,6.00,0,6.478548e-05,6.478548e-05,4.211190,0.332462
1,42,ms,20,1,3,16.00,22.00,4.044959,4.211190,4.044959,6.00,6.00,0,6.976508e-05,6.976508e-05,4.211190,0.166231
1,42,ms,20,1,4,22.00,26.00,4.044959,4.128075,4.128075,6.00,4.00,1,0.000000e+00,0.000000e+00,4.128075,0.083116
1,42,ms,20,1,5,26.00,38.00,4.086517,4.128075,4.086517,12.00,12.00,0,2.214841e-06,2.214841e-06,4.128075,0.041558
1,42,ms,20,1,6,38.00,49.00,4.086517,4.107296,4.107296,12.00,11.00,1,0.000000e+00,0.000000e+00,4.107296,0.020779
1,42,ms,20,1,7,49.00,60.00,4.096906,4.107296,4.096906,11.00,11.00,0,2.352057e-05,2.352057e-05,4.107296,0.010389
