step,E,T,E_pair,E_wall,accepted,moved
79,4.8601578029928287,0.92400340123857494,4.8577782132945906,0.0023795896982374571,1,12
80,4.8601578029928287,0.92307939783733639,4.8577782132945906,0.0023795896982374571,1,10
81,4.8455854164565384,0.92215631843949908,4.8432058267583002,0.0023795896982374571,1,1
82,4.8444935250747534,0.92123416212105957,4.8432058267583002,0.0012876983164528052,1,9
83,4.8444935250747534,0.92031292795893849,4.8432058267583002,0.0012876983164528052,1,10
84,4.6934943148760517,0.91939261503097958,4.6922066165595986,0.0012876983164528052,1,2
85,4.8350017529429561,0.91847322241594864,4.8337140546265029,0.0012876983164528052,1,4
86,4.3917190058451201,0.91755474919353275,4.3904313075286669,0.0012876983164528052,1,4
87,4.2063441265583652,0.91663719444433922,4.2050564282419121,0.0012876983164528052,1,18
88,4.2063441265583652,0.91572055724989487,4.2050564282419121,0.0012876983164528052,1,10
89,4.2063441265583652,0.91480483669264501,4.2050564282419121,0.0012876983164528052,1,8
90,2.9428142615352759,0.91389003185595241,2.9415265632188228,0.0012876983164528052,1,2
91,2.9428142615352759,0.91297614182409648,2.9415265632188228,0.0012876983164528052,1,5
92,2.9428142615352759,0.91206316568227241,2.9415265632188228,0.0012876983164528052,1,0
93,2.9428142615352759,0.91115110251659015,2.9415265632188228,0.0012876983164528052,1,10
94,2.9428142615352759,0.91023995141407354,2.9415265632188228,0.0012876983164528052,1,15
95,2.9428142615352759,0.90932971146265951,2.9415265632188228,0.0012876983164528052,1,13
96,1.9410096109952,0.90842038175119688,1.9397219126787466,0.0012876983164528052,1,19
97,2.0332591058160214,0.90751196136944567,2.0319714074995678,0.0012876983164528052,1,18
98,2.0332591058160214,0.90660444940807627,2.0319714074995678,0.0012876983164528052,1,13
99,1.9405827171560237,0.90569784495866823,1.9392950188395701,0.0012876983164528052,1,3
100,1.9299846726702268,0.90479214711370959,1.9286969743537732,0.0012876983164528052,1,19
101,1.9299846726702268,0.90388735496659589,1.9286969743537732,0.0012876983164528052,1,17
102,1.9299846726702268,0.90298346761162929,1.9286969743537732,0.0012876983164528052,1,7
103,1.9299846726702268,0.90208048414401765,1.9286969743537732,0.0012876983164528052,1,0
104,1.9299846726702268,0.90117840365987367,1.9286969743537732,0.0012876983164528052,1,0
105,1.9114592937143062,0.90027722525621379,1.9101715953978529,0.0012876983164528052,1,12
106,1.8316159314624814,0.89937694803095758,1.830328233146028,0.0012876983164528052,1,18
107,1.8316159314624814,0.89847757108292658,1.830328233146028,0.0012876983164528052,1,0
108,1.8316159314624814,0.89757909351184362,1.830328233146028,0.0012876983164528052,1,5
109,1.8316159314624814,0.89668151441833177,1.830328233146028,0.0012876983164528052,1,15
110,1.8108615450497065,0.89578483290391342,1.8095738467332532,0.0012876983164528052,1,4
111,1.8108615450497065,0.89488904807100955,1.8095738467332532,0.0012876983164528052,1,6
112,1.8108615450497065,0.89399415902293855,1.8095738467332532,0.0012876983164528052,1,0
113,1.8108615450497065,0.89310016486391564,1.8095738467332532,0.0012876983164528052,1,16
114,1.8108615450497065,0.89220706469905176,1.8095738467332532,0.0012876983164528052,1,13
115,1.2744886871461565,0.8913148576343527,1.2732009888297031,0.0012876983164528052,1,14
116,1.2744886871461565,0.89042354277671831,1.2732009888297031,0.0012876983164528052,1,0
117,1.2744886871461565,0.88953311923394163,1.2732009888297031,0.0012876983164528052,1,15
118,1.2744886871461565,0.88864358611470773,1.2732009888297031,0.0012876983164528052,1,8
119,1.2744886871461565,0.88775494252859299,1.2732009888297031,0.0012876983164528052,1,1
120,1.1486530612221588,0.88686718758606442,1.1473653629057057,0.0012876983164528052,1,2
121,1.1486530612221588,0.8859803203984784,1.1473653629057057,0.0012876983164528052,1,11
122,1.1554243360576071,0.88509434007807997,1.1473653629057057,0.0080589731519011016,1,9
123,1.0830831550841218,0.88420924573800186,1.0750241819322202,0.0080589731519011016,1,4
124,1.0830831550841218,0.8833250364922639,1.0750241819322202,0.0080589731519011016,1,3
125,1.0830831550841218,0.88244171145577166,1.0750241819322202,0.0080589731519011016,1,7
126,1.0830831550841218,0.88155926974431587,1.0750241819322202,0.0080589731519011016,1,10
127,0.96223399137166832,0.88067771047457155,0.9541750182197668,0.0080589731519011016,1,2
128,1.5186962407973181,0.87979703276409693,0.9541750182197668,0.56452122257755089,1,9
129,1.5186962407973181,0.87891723573133285,0.9541750182197668,0.56452122257755089,1,1
130,1.5646061727423366,0.87803831849560154,1.0000849501647853,0.56452122257755089,1,2
131,1.5782827751843445,0.8771602801771059,1.0137615526067929,0.56452122257755089,1,1
132,1.5646061727423366,0.87628311989692875,1.0000849501647853,0.56452122257755089,1,1
133,1.5798552207663217,0.87540683677703179,1.0153339981887703,0.56452122257755089,1,12
134,1.5798552207663217,0.87453142994025479,1.0153339981887703,0.56452122257755089,1,3
135,1.576153941637505,0.87365689851031458,1.0116327190599534,0.56452122257755089,1,1
136,1.576153941637505,0.87278324161180432,1.0116327190599534,0.56452122257755089,1,15
137,1.576153941637505,0.87191045837019254,1.0116327190599534,0.56452122257755089,1,6
138,1.8408054494014445,0.87103854791182234,1.276284226823893,0.56452122257755089,1,1
139,1.9562957790451057,0.87016750936391052,1.3917745564675541,0.56452122257755089,1,12
140,1.9562957790451057,0.86929734185454666,1.3917745564675541,0.56452122257755089,1,13
141,1.5469094556671994,0.86842804451269207,0.98238823308964784,0.56452122257755089,1,19
142,1.5469094556671994,0.86755961646817936,0.98238823308964784,0.56452122257755089,1,15
143,1.5469094556671994,0.86669205685171113,0.98238823308964784,0.56452122257755089,1,16
144,1.5589405280291753,0.86582536479485939,0.99441930545162371,0.56452122257755089,1,3
145,1.4942225713628865,0.86495953943006454,0.92970134878533484,0.56452122257755089,1,12
146,1.647224247779385,0.86409457989063443,0.92970134878533484,0.71752289899404942,1,9
147,1.3613029034096042,0.86323048531074376,0.64378000441555394,0.71752289899404942,1,19
148,1.3492718310476284,0.86236725482543297,0.63174893205357807,0.71752289899404942,1,3
149,1.3492718310476284,0.8615048875706075,0.63174893205357807,0.71752289899404942,1,13
150,1.6625210909269348,0.86064338268303686,0.94499819193288437,0.71752289899404942,1,14
151,1.9394032740558174,0.85978273930035387,1.2218803750617671,0.71752289899404942,1,18
152,1.9394032740558174,0.85892295656105355,1.2218803750617671,0.71752289899404942,1,10
153,1.9904493391102547,0.85806403360449246,1.2729264401162044,0.71752289899404942,1,10
154,2.1168723052273464,0.85720596957088802,1.3993494062332958,0.71752289899404942,1,12
155,1.9550029575319656,0.85634876360131718,1.2374800585379151,0.71752289899404942,1,14
156,1.9550029575319656,0.85549241483771588,1.2374800585379151,0.71752289899404942,1,17
157,1.9550029575319656,0.85463692242287814,1.2374800585379151,0.71752289899404942,0,14
158,1.9550029575319656,0.85378228550045532,1.2374800585379151,0.71752289899404942,1,5
159,1.9550029575319656,0.85292850321495484,1.2374800585379151,0.71752289899404942,1,13
160,1.9691168586650232,0.85207557471173989,1.2374800585379151,0.73163680012710708,1,3
161,2.2515939596709735,0.85122349913702811,1.2374800585379151,1.0141139011330575,1,9
162,2.2515939596709735,0.85037227563789108,1.2374800585379151,1.0141139011330575,1,17
163,1.8437667547188585,0.84952190336225319,0.82965285358580021,1.0141139011330575,1,19
164,1.8437667547188585,0.8486723814588909,0.82965285358580021,1.0141139011330575,1,8
165,1.8304456916871776,0.84782370907743199,0.82965285358580021,1.0007928381013766,1,9
166,1.8163317905541201,0.84697588536835455,0.82965285358580021,0.9866789369683191,1,3
167,1.8163317905541201,0.84612890948298625,0.82965285358580021,0.9866789369683191,1,5
168,2.5308250237468339,0.84528278057350326,1.5441460867785144,0.9866789369683191,1,1
169,2.5361111452498726,0.84443749779292976,1.5494322082815528,0.9866789369683191,1,2
170,2.5361111452498726,0.84359306029513681,1.5494322082815528,0.9866789369683191,1,13
171,2.5361111452498726,0.84274946723484168,1.5494322082815528,0.9866789369683191,1,0
172,2.3677613511639732,0.84190671776760684,1.3810824141956533,0.9866789369683191,1,2
173,2.4128044574387606,0.84106481104983921,1.4261255204704404,0.9866789369683191,1,11
174,2.4128044574387606,0.84022374623878937,1.4261255204704404,0.9866789369683191,1,6
175,2.4128044574387606,0.83938352249255055,1.4261255204704404,0.9866789369683191,1,16
176,2.4128044574387606,0.83854413897005797,1.4261255204704404,0.9866789369683191,1,5
177,2.4128044574387606,0.83770559483108786,1.4261255204704404,0.9866789369683191,0,18
178,2.4128044574387606,0.83686788923625677,1.4261255204704404,0.9866789369683191,1,0
179,2.4128044574387606,0.83603102134702056,1.4261255204704404,0.9866789369683191,1,16
180,2.4559201574952443,0.83519499032567357,1.4692412205269241,0.9866789369683191,1,12
181,2.4559201574952443,0.83435979533534788,1.4692412205269241,0.9866789369683191,1,6
182,2.4535000997913539,0.83352543554001257,1.4668211628230337,0.9866789369683191,1,14
183,2.4535000997913539,0.83269191010447252,1.4668211628230337,0.9866789369683191,1,7
184,2.4535000997913539,0.83185921819436803,1.4668211628230337,0.9866789369683191,0,12
185,2.4535000997913539,0.83102735897617364,1.4668211628230337,0.9866789369683191,1,7
186,2.4535000997913539,0.83019633161719741,1.4668211628230337,0.9866789369683191,1,15
187,2.4535000997913539,0.82936613528558023,1.4668211628230337,0.9866789369683191,1,14
188,2.4535000997913539,0.82853676915029462,1.4668211628230337,0.9866789369683191,1,0
189,2.4535000997913539,0.82770823238114433,1.4668211628230337,0.9866789369683191,1,8
190,2.4535000997913539,0.82688052414876323,1.4668211628230337,0.9866789369683191,1,3
191,2.4535000997913539,0.82605364362461442,1.4668211628230337,0.9866789369683191,1,16
192,2.4535000997913539,0.82522758998098977,1.4668211628230337,0.9866789369683191,1,16
193,2.4535000997913539,0.82440236239100884,1.4668211628230337,0.9866789369683191,1,4
194,2.4535000997913539,0.82357796002861783,1.4668211628230337,0.9866789369683191,1,13
195,2.4790697038724114,0.8227543820685892,1.4668211628230337,1.0122485410493769,1,3
196,2.4611606255033989,0.82193162768652062,1.4668211628230337,0.99433946268036444,1,3
197,2.4611606255033989,0.8211096960588341,1.4668211628230337,0.99433946268036444,1,16
198,2.4611606255033989,0.82028858636277524,1.4668211628230337,0.99433946268036444,1,16
199,2.4611606255033989,0.8194682977764125,1.4668211628230337,0.99433946268036444,1,13
200,2.4611606255033989,0.81864882947863604,1.4668211628230337,0.99433946268036444,1,19
201,2.4611606255033989,0.81783018064915736,1.4668211628230337,0.99433946268036444,1,5
202,2.4611606255033989,0.81701235046850818,1.4668211628230337,0.99433946268036444,1,13
203,2.0784578336356674,0.81619533811803968,1.0841183709553024,0.99433946268036444,1,12
204,2.0784578336356674,0.81537914277992163,1.0841183709553024,0.99433946268036444,1,4
205,2.0784578336356674,0.81456376363714167,1.0841183709553024,0.99433946268036444,1,0
206,2.0784578336356674,0.81374919987350458,1.0841183709553024,0.99433946268036444,1,7
207,2.0784578336356674,0.81293545067363104,1.0841183709553024,0.99433946268036444,1,8
208,1.9422604127484471,0.81212251522295742,0.94792095006808208,0.99433946268036444,1,18
209,1.9422604127484471,0.81131039270773442,0.94792095006808208,0.99433946268036444,1,7
210,1.955581475780128,0.81049908231502665,0.94792095006808208,1.0076605257120455,1,9
211,2.3199943405121473,0.80968858323271165,1.3123338148001014,1.0076605257120455,1,11
212,2.3199943405121473,0.80887889464947893,1.3123338148001014,1.0076605257120455,1,5
213,2.6177876478807027,0.8080700157548294,1.3123338148001014,1.3054538330806007,1,3
214,2.6177876478807027,0.80726194573907462,1.3123338148001014,1.3054538330806007,1,4
215,2.6178544060916997,0.80645468379333551,1.3124005730110984,1.3054538330806007,1,8
216,2.6178544060916997,0.80564822910954215,1.3124005730110984,1.3054538330806007,1,0
217,2.3659569778995251,0.80484258088043259,1.0605031448189237,1.3054538330806007,1,1
218,2.3659569778995251,0.80403773829955216,1.0605031448189237,1.3054538330806007,1,5
219,2.3659569778995251,0.80323370056125265,1.0605031448189237,1.3054538330806007,1,19
220,2.3659569778995251,0.80243046686069142,1.0605031448189237,1.3054538330806007,1,6
221,2.3659569778995251,0.80162803639383073,1.0605031448189237,1.3054538330806007,1,0
222,2.2391617682073628,0.8008264083574369,1.0605031448189237,1.1786586233884382,1,9
223,2.2391617682073628,0.80002558194907947,1.0605031448189237,1.1786586233884382,1,13
224,2.239077862141833,0.79922555636713044,1.0604192387533939,1.1786586233884382,1,14
225,2.2397800453499346,0.79842633081076331,1.0611214219614955,1.1786586233884382,1,11
226,2.2397132871389376,0.79762790447995258,1.0610546637504985,1.1786586233884382,1,15
227,2.2397132871389376,0.79683027657547267,1.0610546637504985,1.1786586233884382,1,4
228,2.2397132871389376,0.79603344629889716,1.0610546637504985,1.1786586233884382,1,0
229,2.2137168943602727,0.7952374128525983,1.0350582709718337,1.1786586233884382,1,11
230,2.1127210047065215,0.79444217543974571,0.93406238131808217,1.1786586233884382,1,11
231,2.1127210047065215,0.79364773326430593,0.93406238131808217,1.1786586233884382,1,16
232,2.1281035556258305,0.79285408553104164,0.94944493223739146,1.1786586233884382,1,4
233,2.2339287836596764,0.79206123144551055,1.0552701602712375,1.1786586233884382,1,2
234,2.2339287836596764,0.79126917021406507,1.0552701602712375,1.1786586233884382,1,17
235,2.2339287836596764,0.79047790104385096,1.0552701602712375,1.1786586233884382,0,10
236,2.2339287836596764,0.78968742314280715,1.0552701602712375,1.1786586233884382,1,14
237,2.2339287836596764,0.78889773571966437,1.0552701602712375,1.1786586233884382,1,17
238,3.0836884473488113,0.78810883798394471,1.9050298239603725,1.1786586233884382,1,1
239,3.0836884473488113,0.78732072914596074,1.9050298239603725,1.1786586233884382,0,1
240,2.8172831862893086,0.78653340841681474,1.9050298239603725,0.91225336232893572,1,9
241,2.827010510218539,0.7857468750083979,1.9147571478896028,0.91225336232893572,1,14
242,2.840544605121031,0.78496112813338947,1.9282912427920946,0.91225336232893572,1,0
243,2.8496627632916578,0.78417616700525605,1.9374094009627214,0.91225336232893572,1,19
244,2.8308172811918006,0.78339199083825084,1.9185639188628643,0.91225336232893572,1,19
245,2.8308172811918006,0.78260859884741263,1.9185639188628643,0.91225336232893572,1,19
246,2.8308172811918006,0.78182599024856525,1.9185639188628643,0.91225336232893572,1,6
247,2.8308172811918006,0.78104416425831669,1.9185639188628643,0.91225336232893572,1,14
248,2.8308172811918006,0.7802631200940584,1.9185639188628643,0.91225336232893572,1,15
249,2.8019006353699996,0.77948285697396436,1.8896472730410632,0.91225336232893572,1,4
250,2.8019006353699996,0.77870337411699042,1.8896472730410632,0.91225336232893572,1,4
251,2.8019006353699996,0.77792467074287341,1.8896472730410632,0.91225336232893572,1,16
252,2.8895943248967697,0.77714674607213052,1.9773409625678331,0.91225336232893572,1,0
253,2.9835614344545878,0.77636959932605842,2.0713080721256514,0.91225336232893572,1,18
254,2.9892941670037008,0.77559322972673239,2.0770408046747644,0.91225336232893572,1,19
255,2.9835614344545878,0.77481763649700564,2.0713080721256514,0.91225336232893572,1,19
256,2.9357071429919355,0.77404281886050863,2.0713080721256514,0.86439907086628343,1,3
257,2.9357071429919355,0.77326877604164812,2.0713080721256514,0.86439907086628343,1,19
258,3.4097272406490648,0.77249550726560645,2.0713080721256514,1.338419168523413,1,3
259,3.4097272406490648,0.77172301175834079,2.0713080721256514,1.338419168523413,1,13
260,3.4846347603781997,0.77095128874658247,2.1462155918547858,1.338419168523413,1,18
261,2.8453479287912073,0.77018033745783587,2.1462155918547858,0.69913233693642052,1,3
262,2.8453479287912073,0.76941015712037808,2.1462155918547858,0.69913233693642052,1,15
263,2.8453479287912073,0.76864074696325768,2.1462155918547858,0.69913233693642052,1,16
264,2.8453479287912073,0.76787210621629443,2.1462155918547858,0.69913233693642052,1,19
265,2.7610537099081256,0.76710423411007811,2.0619213729717041,0.69913233693642052,1,4
266,2.4974900059563265,0.76633712987596803,1.7983576690199052,0.69913233693642052,1,12
267,2.4974900059563265,0.76557079274609208,1.7983576690199052,0.69913233693642052,1,13
268,2.423179216176115,0.76480522195334599,1.7240468792396937,0.69913233693642052,1,2
269,2.423179216176115,0.76404041673139267,1.7240468792396937,0.69913233693642052,1,15
270,2.3659994168573957,0.76327637631466128,1.7240468792396937,0.64195253761770132,1,3
271,2.3659994168573957,0.76251309993834659,1.7240468792396937,0.64195253761770132,0,3
272,2.3659994168573957,0.76175058683840824,1.7240468792396937,0.64195253761770132,0,10
273,2.6590835578865972,0.76098883625156988,1.7240468792396937,0.93503667864690265,1,9
274,2.9103618181691564,0.76022784741531835,1.9753251395222524,0.93503667864690265,1,1
275,2.9103618181691564,0.75946761956790299,1.9753251395222524,0.93503667864690265,1,7
276,2.9103618181691564,0.75870815194833507,1.9753251395222524,0.93503667864690265,1,6
277,2.9103618181691564,0.75794944379638673,1.9753251395222524,0.93503667864690265,1,17
278,2.9103618181691564,0.75719149435259037,1.9753251395222524,0.93503667864690265,1,8
279,2.9103618181691564,0.75643430285823776,1.9753251395222524,0.93503667864690265,1,8
280,2.9103618181691564,0.75567786855537955,1.9753251395222524,0.93503667864690265,1,14
281,2.9103618181691564,0.7549221906868242,1.9753251395222524,0.93503667864690265,1,7
282,3.6428436602665761,0.75416726849613736,2.7078069816196719,0.93503667864690265,1,12
283,3.6428436602665761,0.75341310122764127,2.7078069816196719,0.93503667864690265,1,7
284,3.6428436602665761,0.7526596881264136,2.7078069816196719,0.93503667864690265,1,16
285,3.6032905444471943,0.75190702843828716,2.6682538658002901,0.93503667864690265,1,19
286,3.6032905444471943,0.75115512140984886,2.6682538658002901,0.93503667864690265,1,15
287,3.6032905444471943,0.75040396628843897,2.6682538658002901,0.93503667864690265,1,14
288,3.7087420634149231,0.74965356232215052,2.7737053847680189,0.93503667864690265,1,4
289,3.8088583931373865,0.74890390875982837,2.7737053847680189,1.0351530083693663,1,9
290,3.8088583931373865,0.74815500485106856,2.7737053847680189,1.0351530083693663,1,13
291,3.5960248044552863,0.74740684984621752,2.5608717960859195,1.0351530083693663,1,18
292,3.1200893601617068,0.74665944299637133,2.5608717960859195,0.5592175640757866,1,9
293,3.3310221841898606,0.74591278355337498,2.7718046201140734,0.5592175640757866,1,10
294,3.3310221841898606,0.74516687076982158,2.7718046201140734,0.5592175640757866,0,0
295,3.3310221841898606,0.74442170389905171,2.7718046201140734,0.5592175640757866,1,17
296,3.3310221841898606,0.74367728219515261,2.7718046201140734,0.5592175640757866,1,7
297,3.3310221841898606,0.74293360491295746,2.7718046201140734,0.5592175640757866,1,6
298,3.3310221841898606,0.7421906713080445,2.7718046201140734,0.5592175640757866,1,19
299,3.3412515937193179,0.74144848063673641,2.7718046201140734,0.56944697360524399,1,3
300,3.497764071833422,0.74070703215609968,2.9283170982281774,0.56944697360524399,1,4
301,3.497764071833422,0.73996632512394356,2.9283170982281774,0.56944697360524399,1,16
302,3.2689105569509871,0.73922635879881959,2.6994635833457425,0.56944697360524399,1,0
303,3.2298839728056654,0.73848713244002073,2.6994635833457425,0.53042038945992243,1,3
304,2.8012585494165503,0.73774864530758066,2.2708381599566274,0.53042038945992243,1,11
305,2.7647485965734639,0.73701089666227304,2.2343282071135411,0.53042038945992243,1,0
306,2.7435728506381944,0.73627388576561081,2.2343282071135411,0.50924464352465304,1,9
307,2.6635138320213811,0.73553761187984523,2.1542691884967278,0.50924464352465304,1,11
308,2.6635138320213811,0.7348020742679654,2.1542691884967278,0.50924464352465304,0,1
309,2.6635138320213811,0.73406727219369738,2.1542691884967278,0.50924464352465304,1,15
310,2.6635138320213811,0.73333320492150367,2.1542691884967278,0.50924464352465304,1,16
311,2.6635138320213811,0.73259987171658214,2.1542691884967278,0.50924464352465304,1,14
312,2.6635138320213811,0.73186727184486555,2.1542691884967278,0.50924464352465304,1,4
313,2.6635138320213811,0.73113540457302073,2.1542691884967278,0.50924464352465304,1,5
314,2.6640393292907008,0.7304042691684477,2.1547946857660474,0.50924464352465304,1,4
315,2.6640393292907008,0.72967386489927921,2.1547946857660474,0.50924464352465304,1,17
316,2.664790914104826,0.72894419103437991,2.1555462705801727,0.50924464352465304,1,4
317,2.6595773699192109,0.72821524684334549,2.1503327263945575,0.50924464352465304,1,18
318,2.8702363908427544,0.72748703159650219,2.1503327263945575,0.71990366444819665,1,9
319,2.8702363908427544,0.72675954456490566,2.1503327263945575,0.71990366444819665,1,17
320,2.8702363908427544,0.72603278502034074,2.1503327263945575,0.71990366444819665,1,16
321,2.9012093949974136,0.72530675223532037,2.1813057305492167,0.71990366444819665,1,0
322,3.1759578733826359,0.72458144548308501,2.4560542089344386,0.71990366444819665,1,4
323,3.1696020396291336,0.72385686403760197,2.4560542089344386,0.71354783069469452,1,3
324,3.1696020396291336,0.72313300717356432,2.4560542089344386,0.71354783069469452,1,5
325,3.1696020396291336,0.7224098741663908,2.4560542089344386,0.71354783069469452,1,3
326,3.133141720769979,0.72168746429222441,2.419593890075284,0.71354783069469452,1,10
327,3.133141720769979,0.72096577682793217,2.419593890075284,0.71354783069469452,1,16
328,3.133141720769979,0.72024481105110427,2.419593890075284,0.71354783069469452,1,7
329,3.133141720769979,0.71952456624005312,2.419593890075284,0.71354783069469452,1,14
330,3.133141720769979,0.71880504167381309,2.419593890075284,0.71354783069469452,1,16
331,3.1313097226418738,0.71808623663213933,2.4177618919471788,0.71354783069469452,1,18
332,2.2274040327352767,0.71736815039550716,1.5138562020405815,0.71354783069469452,1,1
333,2.2274040327352767,0.71665078224511169,1.5138562020405815,0.71354783069469452,1,14
